Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"EATON VANCE NEW YORK MUNICIPAL BOND FUND",1177162,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"74,100",0,0,0,"10,459",,,0,"10,459","84,559",USD,,,0,2021-09-30,2021,09,0930,,,N-CSR,2021-11-23,12.27,2021-09-30,"222,311,467",2021-09-30,"9,881,121","9,602,696",,"368,539,143"
"EATON VANCE CALIFORNIA MUNICIPAL BOND FUND",1177161,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"75,300",0,0,0,"12,226",,,0,"12,226","87,526",USD,,,0,2021-09-30,2021,09,0930,,,N-CSR,2021-11-23,11.94,2021-09-30,"298,432,408",2021-09-30,"8,153,509","7,748,245",,"528,224,169"
"Eaton Vance Enhanced Equity Income Fund",1300391,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"51,650",0,0,0,"18,507",,,0,"18,507","70,157",USD,,,0,2021-09-30,2021,09,0930,,,N-CSR,2021-11-23,17.9,2021-09-30,"704,400,549",2021-09-30,"143,036,336","142,454,189",,"718,597,091"
"DoubleLine Income Solutions Fund",1566388,,,,"C/O DOUBLELINE CAPITAL LP","2002 N. TAMPA ST., SUITE 200",TAMPA,Hillsborough,FL,FLORIDA,"US Southeast",33602,"(813) 791-7333",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"157,550","3,000",0,0,"10,530",,,0,"13,530","171,080",USD,,,0,2021-09-30,2021,09,930,,,N-CSR,2021-12-03,17.76,2021-09-30,"1,811,463,665",2021-09-30,"361,140,590","359,028,835",,"2,673,285,856"
"TEKLA HEALTHCARE INVESTORS",805267,,,046564285,"100 FEDERAL STREET","19TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 772-8515",MA,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"106,650",0,0,0,"6,180",,,0,"6,180","112,830",USD,,,0,2021-09-30,2021,09,0930,,,N-CSR,2021-12-03,,,"1,161,529,217",2021-09-30,"6,480,322","-6,230,384","1,156,902,084","1,172,535,563"
"TEKLA LIFE SCIENCES INVESTORS",884121,,,043147016,"100 FEDERAL STREET","19TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 772-8515",MA,,,,,525920,"Trusts, Estates, and Agency Accounts",40,"Deloitte & Touche LLP",3,,,,"105,770",0,0,0,"6,180",,,0,"6,180","111,950",USD,,,0,2021-09-30,2021,09,0930,,,N-CSR,2021-12-03,,,"513,102,346",2021-09-30,"2,286,294","-4,139,016","523,440,208","534,185,320"
"WASHINGTON FEDERAL INC",936528,WAFD,"NASDAQ Global Select Market",911661606,"425 PIKE STREET",,SEATTLE,King,WA,WASHINGTON,"US West",98101,"(206) 624-7930",WA,,,6021,"National Commercial Banks",522120,"Savings Institutions",34,"Deloitte & Touche LLP",3,,,,"1,105,910",0,0,0,"24,103",,,"2,086","26,189","1,132,099",USD,,,0,2021-09-30,2021,09,0930,"S&P 400 MidCap","Russell 2000","DEF 14A",2021-12-06,34.3,2021-09-28,"2,330,559,744",2021-09-30,"565,170,000","183,615,000","1,816,045,000","19,650,574,000"
"Woodward, Inc.",108312,WWD,"NASDAQ Global Select Market",361984010,"1000 EAST DRAKE ROAD",,"FORT COLLINS",Larimer,CO,COLORADO,"US West",80525,"(970) 482-5811",DE,,,3620,"Electrical Industrial Apparatus",335314,"Relay and Industrial Control Manufacturing",34,"Deloitte & Touche LLP",3,,,,"3,141,196","40,000",0,0,"775,761",,,"4,390","820,151","3,961,347",USD,,,0,2021-09-30,2021,09,0930,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-12-08,113.79,2021-09-28,"7,237,423,616",2021-09-30,"2,245,832,000","208,649,000","850,159,000","4,091,004,000"
"Simply Good Foods Co",1702744,SMPL,"NASDAQ Capital Market",821038121,"1225 17TH STREET","SUITE 1000",DENVER,Denver,CO,COLORADO,"US West",80202,"(303) 633-2840",,,,2000,"Food and Kindred Products",311340,"Nonchocolate Confectionery Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,213,300","125,412",0,0,0,,,0,"125,412","1,338,712",USD,,,0,2021-08-28,2021,08,0828,,"Russell 2000","DEF 14A",2021-12-09,35.57,2021-08-30,"3,406,895,104",2021-08-28,"1,005,613,000","40,880,000","-493,371,000","2,052,217,000"
"Atkore Inc.",1666138,ATKR,NYSE,900631463,"16100 SOUTH LATHROP AVENUE",,HARVEY,Cook,IL,ILLINOIS,"US Midwest",60426,"(708) 339-1610",DE,,,3690,"Miscellaneous Electrical Machinery, Equipment & Supplies",335932,"Noncurrent-Carrying Wiring Device Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,472,300","190,750",0,0,0,,,0,"190,750","2,663,050",USD,,,0,2021-09-30,2021,09,0930,,"Russell 2000","DEF 14A",2021-12-10,93.77,2021-09-28,"4,323,051,520",2021-09-30,"2,928,014,000","587,857,000","424,484,000","2,210,099,000"
"Air Products & Chemicals, Inc.",2969,APD,NYSE,231274455,"1940 AIR PRODUCTS BLVD.",,ALLENTOWN,Lehigh,PA,PENNSYLVANIA,"US Mid Atlantic",18106-5500,"(610) 481-4911",DE,,,2810,"Industrial Inorganic Chemicals",325120,"Industrial Gas Manufacturing",34,"Deloitte & Touche LLP",3,,,,"6,700,000","600,000",0,0,0,,,"100,000","700,000","7,400,000",USD,,,0,2021-09-30,2021,09,0930,"S&P 500","Russell 1000","DEF 14A",2021-12-15,262.31,2021-09-28,"58,066,165,760",2021-09-30,"10,323,000,000","2,099,100,000","12,207,500,000","26,859,200,000"
"Capitol Federal Financial, Inc.",1490906,CFFN,"NASDAQ Global Select Market",272631712,"700 S KANSAS AVENUE",,TOPEKA,Shawnee,KS,KANSAS,"US Midwest",66603,"(785) 235-1341",MD,,,6035,"Savings Institutions, Federally Chartered",522110,"Commercial Banking",34,"Deloitte & Touche LLP",3,,,,"1,032,000","54,000",0,0,"108,103",,,"1,895","163,998","1,195,998",USD,,,0,2021-09-30,2021,09,0930,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-12-14,11.58,2021-09-28,"1,607,688,320",2021-09-30,"211,597,000","76,082,000",,"9,631,246,000"
"SPIRE INC",1126956,SR,NYSE,742976504,"700 MARKET STREET",,"ST LOUIS","Saint Louis City",MO,MISSOURI,"US Southeast",63101,"(314) 342-0500",MO,,,4924,"Natural Gas Distribution",221210,"Natural Gas Distribution",34,"Deloitte & Touche LLP",3,,,,"2,425,000","163,200",0,0,"34,350",,,"1,895","199,445","2,624,445",USD,Uncertain,,0,2021-09-30,2021,09,0930,"S&P 400 MidCap","Russell 2000","DEF 14A",2021-12-15,60.85,2021-09-28,"3,144,978,688",2021-09-30,"2,235,500,000","271,700,000","1,496,400,000","9,356,400,000"
"FRANKLIN COVEY CO",886206,FC,NYSE,870401551,"2200 W PARKWAY BLVD",,"SALT LAKE CITY","Salt Lake",UT,UTAH,"US West",84119-2331,"(801) 817-5030",UT,,,8741,"Management Services",611710,"Educational Support Services",34,"Deloitte & Touche LLP",3,,,,"701,084",0,0,0,"54,465",,,0,"54,465","755,549",USD,,,0,2021-08-31,2021,08,0831,,"Russell 2000","DEF 14A",2021-12-15,41.78,2021-09-02,"591,472,256",2021-08-31,"224,168,000","13,623,000","-1,454,000","249,654,000"
"SCOTTS MIRACLE-GRO CO",825542,SMG,NYSE,311414921,"14111 SCOTTSLAWN ROAD",,MARYSVILLE,Union,OH,OHIO,"US Midwest",43041,"(937) 644-0011",OH,,,2870,"Agricultural Chemicals",325311,"Nitrogenous Fertilizer Manufacturing",34,"Deloitte & Touche LLP",3,,,,"2,531,000","1,196,000",0,0,"62,000",,,"4,000","1,262,000","3,793,000",USD,,,0,2021-09-30,2021,09,0930,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-12-15,149.7,2021-09-28,"8,353,448,448",2021-09-30,"4,925,000,000","512,500,000","-301,500,000","4,800,000,000"
"NEW JERSEY RESOURCES CORP",356309,NJR,NYSE,222376465,"1415 WYCKOFF RD","PO BOX 1468",WALL,Monmouth,NJ,"NEW JERSEY","US Mid Atlantic",07719,"(732) 938-1000",NJ,,,4924,"Natural Gas Distribution",221210,"Natural Gas Distribution",34,"Deloitte & Touche LLP",3,,,,"2,810,397","45,000",0,0,"82,950",,,"11,517","139,467","2,949,864",USD,,,0,2021-09-30,2021,09,0930,"S&P 400 MidCap","Russell 2000","DEF 14A",2021-12-16,34.83,2021-09-28,"3,358,792,704",2021-09-30,"2,156,613,000","117,890,000","1,620,251,000","5,722,278,000"
"MERITOR, INC.",1113256,,,383354643,"2135 W MAPLE ROAD",,TROY,Oakland,MI,MICHIGAN,"US Midwest",48084,"(248) 435-1000",IN,,,3714,"Motor Vehicle Parts and Accessories",336399,"All Other Motor Vehicle Parts Manufacturing",34,"Deloitte & Touche LLP",3,,,,"4,670,000","273,000",0,0,"55,500",,,0,"328,500","4,998,500",USD,,,0,2021-09-30,2021,09,0930,,"Russell 2000","DEF 14A",2021-12-17,21.86,2021-09-28,"1,533,332,608",2021-09-30,"3,833,000,000","199,000,000","67,000,000","2,938,000,000"
"SURMODICS INC",924717,SRDX,"NASDAQ Global Select Market",411356149,"9924 W 74TH ST",,"EDEN PRAIRIE",Hennepin,MN,MINNESOTA,"US Midwest",55344,"(952) 500-7000",MN,,,3841,"Surgical and Medical Instruments and Apparatus",325413,"In-Vitro Diagnostic Substance Manufacturing",34,"Deloitte & Touche LLP",3,,,,"887,170",0,0,0,"133,875",,,"1,895","135,770","1,022,940",USD,,,0,2021-09-30,2021,09,0930,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-12-20,55.1,2021-09-28,"764,347,200",2021-09-30,"105,136,000","4,237,000","57,425,000","194,592,000"
"BEAZER HOMES USA INC",915840,BZH,NYSE,582086934,"1000 ABERNATHY ROAD","STE 260",ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30328,"(770) 829-3700",DE,,,1531,"Operative Builders",236117,"New Housing Operative Builders",34,"Deloitte & Touche LLP",3,,,,"1,050,000","35,790",0,0,0,,,0,"35,790","1,085,790",USD,,,0,2021-09-30,2021,09,0930,,"Russell 2000","DEF 14A",2021-12-21,17.85,2021-09-28,"558,594,304",2021-09-30,"2,140,303,000","122,021,000","713,508,000","2,078,810,000"
"ROCKWELL AUTOMATION, INC",1024478,ROK,NYSE,251797617,"1201 SOUTH 2ND STREET",,MILWAUKEE,Milwaukee,WI,WISCONSIN,"US Midwest",53204,"(414) 382-2000",DE,,,3829,"Measuring and Controlling Devices, NEC",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",34,"Deloitte & Touche LLP",3,,,,"5,600,000","220,000",0,0,"30,000","30,000",,"10,000","260,000","5,860,000",USD,,,0,2021-09-30,2021,09,0930,"S&P 500","Russell 1000","DEF 14A",2021-12-22,296.74,2021-09-28,"34,429,472,768",2021-09-30,"6,997,400,000","1,358,100,000","-2,258,100,000","10,701,600,000"
"Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund",1281926,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"49,600",0,0,0,"10,604",,,0,"10,604","60,204",USD,,,0,2021-10-31,2021,10,0412,,,N-CSR,2021-12-23,32.34,2021-10-31,"519,458,113",2021-10-31,"169,506,158","172,992,080",,"607,556,395"
"Eaton Vance Short Duration Diversified Income Fund",1287498,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"103,328",0,0,0,"21,547",,,0,"21,547","124,875",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-23,,,"181,539,790",2021-10-31,"15,614,980","11,863,734","178,651,119","243,626,516"
Aramark,1584509,ARMK,NYSE,208236097,"2400 MARKET STREET",,PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19103,"(215) 238-3000",DE,,,5812,"Eating and Drinking Places",722310,"Food Service Contractors",34,"Deloitte & Touche LLP",3,,,,"4,666,000","360,000",0,0,"813,844",,,"303,800","1,477,644","6,143,644",USD,,,0,2021-10-01,2021,9,0927,,"Russell 1000","DEF 14A",2021-12-23,33.58,2021-09-29,"8,571,015,680",2021-10-01,"12,095,965,000","-90,833,000","-4,783,997,000","14,376,164,000"
"CENTRAL GARDEN & PET CO",887733,CENT,"NASDAQ Global Select Market",680275553,"1340 TREAT BOULEVARD","SUITE 600","WALNUT CREEK","Contra Costa",CA,CALIFORNIA,"US West",94597,"(925) 948-4000",DE,,,5190,"Wholesale-Miscellaneous Nondurable Goods",424910,"Farm Supplies Merchant Wholesalers",34,"Deloitte & Touche LLP",3,,,,"3,981,352","298,823",0,0,"4,815",,,0,"303,638","4,284,990",USD,,,0,2021-09-25,2021,09,0930,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-12-27,48.42,2021-09-27,"548,906,432",2021-09-25,"3,303,684,000","151,746,000","718,427,000","3,116,680,000"
"COHERENT INC",21510,,,941622541,"5100 PATRICK HENRY DR",,"SANTA CLARA","Santa Clara",CA,CALIFORNIA,"US West",95054,"(408) 764-4000",DE,,,3826,"Laboratory Analytical Instruments",334510,"Electromedical and Electrotherapeutic Apparatus Manufacturing",34,"Deloitte & Touche LLP",3,,,,"3,562,855",0,0,0,"577,913","577,913",,"71,895","649,808","4,212,663",USD,,,0,2021-10-02,2021,9,1001,,"Russell 1000",10-K/A,2021-12-27,249.06,2021-10-04,"6,110,740,480",2021-10-02,"1,487,468,000","-106,751,000","748,184,000","1,888,930,000"
"Eaton Vance Tax-Managed Diversified Equity Income Fund",1340736,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"52,250",0,0,0,"9,146",,,0,"9,146","61,396",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-23,14.61,2021-10-31,"2,250,925,298",2021-10-31,"578,487,118","583,915,598",,"2,255,725,636"
"EATON VANCE SENIOR FLOATING RATE TRUST",1258623,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"96,894",0,0,0,"13,991",,,0,"13,991","110,885",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-23,14.9,2021-10-31,"420,614,350",2021-10-31,"58,529,511","46,013,516",,"650,855,794"
"EATON VANCE TAX ADVANTAGED GLOBAL DIVIDEND INCOME FUND",1270523,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"57,950",0,0,0,"11,162",,,0,"11,162","69,112",USD,,,0,2021-10-31,2021,10,0630,,,N-CSR,2021-12-23,22.2,2021-10-31,"1,693,864,751",2021-10-31,"593,449,669","592,089,661",,"2,097,801,612"
"Eaton Vance Tax-Managed Global Diversified Equity Income Fund",1379438,,,000000000,"TWO INTERNATIONAL PLACE",,BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02110,"(617) 482-8260",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"72,550",0,0,0,"8,796",,,0,"8,796","81,346",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-23,10.59,2021-10-31,"3,224,509,610",2021-10-31,"921,365,232","922,593,401",,"3,205,859,717"
"MFS INTERMEDIATE INCOME TRUST",826735,,,000000000,"111 HUNTINGTON AVENUE","24TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,18006372929,MA,,,,,525920,"Trusts, Estates, and Agency Accounts",40,"Deloitte & Touche LLP",3,,,,"67,433","10,000",0,0,"7,207",,,0,"17,207","84,640",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-28,3.63,2021-10-31,"421,052,862",2021-10-31,"2,773,634","2,319,850",,"424,083,028"
"MFS MUNICIPAL INCOME TRUST",801961,,,046554822,"111 HUNTINGTON AVENUE","24TH FLOOR",BOSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02199,18006372929,MA,,,,,525920,"Trusts, Estates, and Agency Accounts",40,"Deloitte & Touche LLP",3,,,,"65,917","10,000",0,0,"8,773",,,0,"18,773","84,690",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-28,6.9,2021-10-31,"284,194,654",2021-10-31,"24,551,230","24,300,702",,"423,244,973"
"Varex Imaging Corp",1681622,VREX,"NASDAQ Global Select Market",813434516,"1678 S. PIONEER ROAD",,"SALT LAKE CITY","Salt Lake",UT,UTAH,"US West",84104,"(801) 972-5000",DE,,,3679,"Electronic Components, NEC",334517,"Irradiation Apparatus Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,614,557",0,0,0,0,,,"5,685","5,685","1,620,242",USD,,,0,2021-10-01,2021,9,0929,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-12-28,28.57,2021-09-29,"1,125,657,984",2021-10-01,"818,100,000","17,400,000","140,400,000","1,147,500,000"
"CALAMOS CONVERTIBLE OPPORTUNITIES & INCOME FUND",1171471,,,030426532,"2020 CALAMOS COURT","C/O CALAMOS ADVISORS LLC",NAPERVILLE,Cook,IL,ILLINOIS,"US Midwest",60653,"(630) 245-1046",,,,,,525910,"Open-End Investment Funds",40,"Deloitte & Touche LLP",3,,,,"45,584","14,960",0,0,"48,743",,,0,"63,703","109,287",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-29,15.79,2021-10-31,"1,132,921,700",2021-10-31,"287,783,978","290,584,730",,"1,654,330,868"
"CALAMOS CONVERTIBLE & HIGH INCOME FUND",1222719,,,020683363,"2020 CALAMOS COURT","C/O CALAMOS ADVISORS LLC",NAPERVILLE,DuPage,IL,ILLINOIS,"US Midwest",60563,"(630) 245-1046",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"48,724","16,010",0,0,"53,121",,,0,"69,131","117,855",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-29,16.61,2021-10-31,"1,224,025,316",2021-10-31,"317,505,746","317,612,830",,"1,799,211,196"
"Calamos Global Dynamic Income Fund",1396277,,,208819776,"2020 CALAMOS COURT","C/O CALAMOS ADVISORS LLC",NAPERVILLE,DuPage,IL,ILLINOIS,"US Midwest",60563,"(630) 245-1046",DE,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"29,362","9,699",0,0,"51,912",,,0,"61,611","90,973",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-29,10.38,2021-10-31,"623,151,166",2021-10-31,"177,053,632","177,099,801",,"897,075,454"
"CALAMOS STRATEGIC TOTAL RETURN FUND",1275214,,,043785941,"2020 CALAMOS COURT","C/O CALAMOS ADVISORS LLC",NAPERVILLE,Cook,IL,ILLINOIS,"US Midwest",60653,"(630) 245-1046",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"97,422","30,664",0,0,"124,602",,,0,"155,266","252,688",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-29,18.98,2021-10-31,"2,985,757,390",2021-10-31,"1,013,805,231","1,025,665,868",,"4,150,146,788"
"CALAMOS GLOBAL TOTAL RETURN FUND",1285650,,,203377281,"2020 CALAMOS COURT","C/O CALAMOS ADVISORS LLC",NAPERVILLE,DuPage,IL,ILLINOIS,"US Midwest",60563,"(630) 245-1046",,,,,,525990,"Other Financial Vehicles",40,"Deloitte & Touche LLP",3,,,,"15,047","4,844",0,0,"30,804",,,0,"35,648","50,695",USD,,,0,2021-10-31,2021,10,1031,,,N-CSR,2021-12-29,15.86,2021-10-31,"149,029,616",2021-10-31,"45,390,541","38,431,975",,"218,974,561"
"Madison Square Garden Entertainment Corp.",1795250,MSGE,NYSE,843755666,"TWO PENNSYLVANIA PLAZA",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10121,"(212) 465-6000",DE,,,7900,"Services-Amusement & Recreation Services",713990,"All Other Amusement and Recreation Industries",34,"Deloitte & Touche LLP",3,,,,"763,540","1,110,000",0,0,"72,792",,,0,"1,182,792","1,946,332",USD,,,1,2021-06-30,2021,06,0630,,"Russell 2000","DEF 14A",2021-10-26,83.47,2021-07-02,"1,637,541,504",2021-06-30,"814,213,000","-148,151,000","1,542,066,000","5,289,879,000"
"INGLES MARKETS INC",50493,IMKTA,"NASDAQ Global Select Market",560846267,"PO BOX 6676",,ASHEVILLE,Buncombe,NC,"NORTH CAROLINA","US Southeast",28816,"(828) 669-2941",NC,,,5411,"Grocery Stores",445110,"Supermarkets and Other Grocery (except Convenience) Stores",34,"Deloitte & Touche LLP",3,,,,"1,158,000",0,0,0,0,,,0,0,"1,158,000",USD,,,0,2021-09-25,2021,09,0930,,"Russell 2000","DEF 14A",2022-01-06,66,2021-09-27,"941,281,088",2021-09-25,"4,987,919,603","249,731,458",,"2,018,343,955"
"OSHKOSH CORP",775158,OSK,NYSE,390520270,"1917 FOUR WHEEL DRIVE",,OSHKOSH,Winnebago,WI,WISCONSIN,"US Midwest",54902,"(920) 502-3400",WI,,,3711,"Motor Vehicles and Passenger Car Bodies",336112,"Light Truck and Utility Vehicle Manufacturing",34,"Deloitte & Touche LLP",3,,,,"3,788,000",0,0,0,"7,000","7,000",,0,"7,000","3,795,000",USD,,,0,2021-09-30,2021,09,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-01-05,107.57,2021-09-28,"7,383,158,784",2021-09-30,"7,737,300,000","508,900,000","1,838,900,000","7,035,700,000"
"DEERE & CO",315189,DE,NYSE,362382580,"ONE JOHN DEERE PLACE",,MOLINE,"Rock Island",IL,ILLINOIS,"US Midwest",61265-8098,"(309) 765-8000",DE,,,3523,"Farm Machinery and Equipment",333111,"Farm Machinery and Equipment Manufacturing",34,"Deloitte & Touche LLP",3,,,,"18,841,000","1,149,000",0,0,"133,000",,,0,"1,282,000","20,123,000",USD,,,0,2021-10-31,2021,10,1029,"S&P 500","Russell 1000","DEF 14A",2022-01-07,355.3,2021-11-02,"110,164,844,544",2021-10-31,"44,024,000,000","5,963,000,000","13,865,000,000","84,114,000,000"
"TFS Financial CORP",1381668,TFSL,"NASDAQ Global Select Market",522054948,"7007 BROADWAY AVENUE",,CLEVELAND,Cuyahoga,OH,OHIO,"US Midwest",44105,"(216) 441-6000",DE,,,6035,"Savings Institutions, Federally Chartered",522110,"Commercial Banking",34,"Deloitte & Touche LLP",3,,,,"1,024,700","13,000",0,0,0,,,"2,047","15,047","1,039,747",USD,,,0,2021-09-30,2021,09,0930,,"Russell 1000","DEF 14A",2022-01-12,19.2,2021-09-28,"5,387,978,240",2021-09-30,"295,929,000","81,007,000",,"14,057,450,000"
"RMR GROUP INC.",1644378,RMR,"NASDAQ Capital Market",474122583,"TWO NEWTON PL., 255 WASH. ST., STE. 300",,NEWTON,Middlesex,MA,MASSACHUSETTS,"US New England",02458,"(617) 796-8320",MD,,,8742,"Management Consulting Services",541611,"Administrative Management and General Management Consulting Services",34,"Deloitte & Touche LLP",3,,,,"517,000",0,0,0,0,,,812,812,"517,812",USD,,,0,2021-09-30,2021,09,0930,,"Russell 2000","DEF 14A",2022-01-12,33.58,2021-09-28,"517,398,400",2021-09-30,"607,238,000","62,657,000","193,026,000","497,911,000"
"TE Connectivity Ltd.",1385157,TEL,NYSE,980518048,"MUHLENSTRASSE 26",,SCHAFFHAUSEN,,V8,SWITZERLAND,Foreign,CH-8200,"41 0 52 633 6661",V8,,,5065,"Electronic Parts and Equipment, NEC",517212,"Cellular and Other Wireless Telecommunications",34,"Deloitte & Touche LLP",3,,,,"11,258,000","85,000",0,0,"205,000","205,000",,"115,000","405,000","11,663,000",USD,,,0,2021-09-24,2021,09,0929,"S&P 500",,"DEF 14A",2022-01-13,140.54,2021-09-22,"46,096,687,104",2021-09-24,"14,923,000,000","2,261,000,000","3,609,000,000","21,462,000,000"
"MACOM Technology Solutions Holdings, Inc.",1493594,MTSI,"NASDAQ Global Select Market",270306875,"100 CHELMSFORD STREET",,LOWELL,Middlesex,MA,MASSACHUSETTS,"US New England",01851,"(978) 656-2500",DE,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,478,863",0,0,0,"236,400",,,"3,790","240,190","1,719,053",USD,,,0,2021-10-01,2021,9,0929,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-01-14,63.96,2021-09-29,"4,399,981,056",2021-10-01,"606,920,000","37,973,000","72,811,000","1,134,145,000"
"GREIF, INC",43920,GEF,NYSE,314388903,"425 WINTER ROAD",,DELAWARE,Delaware,OH,OHIO,"US Midwest",43015,"(740) 549-6000",DE,,,3412,"Metal Shipping Barrels, Drums, Kegs, and Pails",322211,"Corrugated and Solid Fiber Box Manufacturing",34,"Deloitte & Touche LLP",3,,,,"6,453,000","602,000",0,0,"2,582,000",,,"6,000","3,190,000","9,643,000",USD,,,0,2021-10-31,2021,10,1031,"S&P 400 MidCap","Russell 2000","DEF 14A",2022-01-14,64.75,2021-11-02,"1,719,172,352",2021-10-31,"5,556,100,000","390,700,000","-625,400,000","5,815,800,000"
"BrightView Holdings, Inc.",1734713,BV,NYSE,464190788,"980 JOLLY ROAD","SUITE 300","BLUE BELL",Montgomery,PA,PENNSYLVANIA,"US Mid Atlantic",19422,"(484) 567-7204",DE,,,0700,"Agricultural services",561730,"Landscaping Services",34,"Deloitte & Touche LLP",3,,,,"2,915,000","548,907",0,0,"611,268",,,0,"1,160,175","4,075,175",USD,,,0,2021-09-30,2021,09,0930,,"Russell 2000","DEF 14A",2022-01-19,14.92,2021-09-28,"1,569,610,240",2021-09-30,"2,553,600,000","46,300,000","-805,700,000","3,237,600,000"
